Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
AMP-AD_DiverseCohorts,The Accelerating Medicines Partnership Alzheimer's Disease Diverse Cohorts Study (AMP-AD_DiverseCohorts),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn51732482,,string,ADKP
APOE-TR,APOE Targeted Replacement,,,,,study,,https://www.synapse.org/#!Synapse:syn8391648,,string,ADKP
APOE4_Myelination,The APOE4 Myelination (APOE4_Myelination) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn44424170,,string,ADKP
APOEPSC,The impact of APOE on aging-related conditions in human iPSC models (APOEPSC) study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25914209,,string,ADKP
Ast10_Communication,The Cell-cell Signaling Drives a Pathologic Astrocytic State Linked to Cognitive Decline in Alzheimer’s (Ast10_Communication) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64778720,,string,ADKP 
ATP6V1A_kd,The ATP6V1A knockdown in hIPSC neurons (ATP6V1A_kd) study,,,,,study,,https://www.synapse.org/#!Synapse:syn52201354,,string,ADKP
Banner,Banner Sun Health Research Institute's Brain and Body Donation Program,,,,,study,,https://www.synapse.org/#!Synapse:syn7170616,,string,ADKP
BCM-DMAS,Baylor Drosophila Model Aging Study (BCM-DMAS),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn34767207,,string,ADKP
BEAM,Brain Energy for Amyloid transformation In Alzheimer's disease (BEAM) study,,,,,study,,https://www.synapse.org/#!Synapse:syn51104591,,string,ADKP
BipSeq,RNA Sequencing of the limbic system in bipolar disorder,,,,,study,,https://www.synapse.org/#!Synapse:syn5844980,,string,ADKP
BLSA,Baltimore Longitudinal Study on Aging,,,,,study,,https://www.synapse.org/#!Synapse:syn3606086,,string,ADKP
BPSD_AD_AnimalStudy_NU,Molecular mechanisms underlying behavioral and psychological symptoms in Alzheimer's disease (BPSD_AD_AnimalStudy_NU),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26234114,,string,ADKP
BrainGVEX,Genetic Variants effect on Brain Gene eXpression,,,,,study,,https://www.synapse.org/#!Synapse:syn4590909,,string,ADKP
BroadAstrom109,Primary astrocytes and iPSC derived neurons,,,,,study,,https://www.synapse.org/#!Synapse:syn7204912,,string,ADKP
BroadiPSC,iPSC derived forebrain neurons,,,,,study,,https://www.synapse.org/#!Synapse:syn3607401,,string,ADKP
BroadMDMi,A novel human in vitro microglia-like model,,,,,study,,https://www.synapse.org/#!Synapse:syn3607404,,string,ADKP
CD74-IHC,"This study measures amyloid load and PHF Tau tangles in participants from the ROS and MAP cohorts using immunocytochemistry, image analysis, and stereology.",,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64759724,,string,ADKP
CHDWB,"Clinical, metabolomic, and gene expression data of controls",,,,,study,,https://www.synapse.org/#!Synapse:syn8272982,,string,ADKP
CMC,CommonMind Consortium,,,,,study,,https://www.synapse.org/#!Synapse:syn2759792/wiki/69613,,string,ADKP
CMC-PEC,Data from the CMC cohorts funded through PsychENCODE grants,,,,,study,,https://www.synapse.org/#!Synapse:syn21961394,,string,ADKP
CMC_HBCC,The CommonMind Consortium Human Brain Collection Core Cohort,,,,,study,,,,string,ADKP
CNON,Cultured Neuronal cells derived from Olfactory Neuroepithelium,,,,,study,,https://www.synapse.org/#!Synapse:syn4590897,,string,ADKP
CUIMC2_Mult,The CUIMC2 Multiome snRNA/snATAC (CUIMC2_Mult) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64769520,,string,ADKP
CUMC_Compounds_Microglia,The CUMC Study for Compounds Polarizing Human Microglial Subtypes,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn53124928,,string,ADKP
DAM Models_CU,The De Jager_CUMC_Development of a Human Disease-associated Microglia Model System Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn64332552,,string,ADKP
DiCAD,"Interdisciplinary Research to Understand the Interplay of Diabetes, Cerebrovascular disease and Alzheimer's disease",,,,,study,,https://www.synapse.org/#!Synapse:syn9944859,,string,ADKP
diseasePseudotime,The diseasePseudotime study,,,,,study,,https://www.synapse.org/#!Synapse:syn22822673,,string,ADKP
DivCo_HS,The Diverse Cohorts Harmonization Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn68898203,,string,ADKP
DukeAD_PTSD,"The Duke Study of Shared Genetic, Epigenetic, and Transcriptomic Profiles Between AD and PTSD study",,,,,study,,https://www.synapse.org/#!Synapse:syn23585917,,string,ADKP
ELPSCRNA,Single cell transcriptomic analysis of PBMCs in Extreme Longevity,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26067509,,string,ADKP
Emory_ADRC,Emory Alzheimer's Disease Research Center,,,,,study,,https://www.synapse.org/#!Synapse:syn3218563,,string,ADKP
Emory_Levey_300_CSF_FNIH,AD CSF Proteome in 300 Emory Individuals and Longitudinally Paired MCI Drug Trial Participants,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn68293899,,string,ADKP
EmoryDrosophilaTau,Emory Drosophila Tau model,,,,,study,,https://www.synapse.org/#!Synapse:syn7274101,,string,ADKP
EpiGABA,GABA Epigenomes in Autism,,,,,study,,https://www.synapse.org/#!Synapse:syn4588488,,string,ADKP
EpiMap,Epigenetic Map in neuropsychiatric control tissue,,,,,study,,https://www.synapse.org/#!Synapse:syn4566010,,string,ADKP
eQTLmetaAnalysis,The eQTL Meta-Analysis Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25398075,,string,ADKP
FreshMicro,The Fresh Microglia Regulome Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25671134,,string,ADKP
HBI_scRNAseq,The human brain immunity scRNAseq study (HBI_scRNAseq),,,,,study,,https://www.synapse.org/#!Synapse:syn24168322,,string,ADKP
HBTRC,Harvard Brain Tissue Resource Center,,,,,study,,https://www.synapse.org/#!Synapse:syn3159435,,string,ADKP
HDAC1-cKOBrain,HDAC1 expression in the brain,,,,,study,,https://www.synapse.org/#!Synapse:syn5987310,,string,ADKP
HumanFC,Decoding schizophrenia-From GWAS to functional regulatory variants,,,,,study,,https://www.synapse.org/#!Synapse:syn5321694,,string,ADKP
IL10_APPmouse,IL10 overexpression in APP mouse,,,,,study,,https://www.synapse.org/#!Synapse:syn3157175,,string,ADKP
iNiAstshRNA,Targeting of LOAD candidate genes via shRNA in human neurons and astrocytes,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn52167912,,string,ADKP
IntegrativePathwayAnalysis,The Integrative Metabolomics-Genomics Pathway Analysis Study (IntegrativePathwayAnalysis),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25474536,,string,ADKP
iPSC,Gene regulatory elements and transcriptome in iPSCs and postmortem human cortex,,,,,study,,https://www.synapse.org/#!Synapse:syn4590910,,string,ADKP
iPSC-HiC,Human induced pluripotent stem cells (hiPSCs).,,,,,study,,https://www.synapse.org/#!Synapse:syn12979149,,string,ADKP
iPSCAstrocytes,The MSSM iPSCAstrocytes study,,,,,study,,https://www.synapse.org/#!Synapse:syn10344967,,string,ADKP
iPSCMicroglia,iPSC derived microglia,,,,,study,,https://www.synapse.org/#!Synapse:syn7203233,,string,ADKP
ISB_Taner_CollagenDomain,The A C1qTNF3 collagen domain fusion chaperones diverse secreted proteins and anti-Aβ scFvs: Applications for gene therapies Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64735933,,string,ADKP
ISB_Taner_Cxcl10,The Cxcl10 overexpression in a transgenic model of Alzheimer’s disease Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64735934,,string,ADKP
ISB_Taner_PTN_MDK,The Integrative proteomics identifies a conserved Aβ amyloid responsome and novel plaque proteins and pathology modifiers in Alzheimer's disease Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64735936,,string,ADKP
ISB_Taner_sIL10r_sIL4r,The Antagonizing Il10 and Il4 signaling via intracerebral decoy receptor expression attenuates Aβ accumulation Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64735935,,string,ADKP
ISB_Taner_TGFbeta,The TGFbeta overexpression in a transgenic model of Alzheimer’s disease Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64735937,,string,ADKP
Jax.IU.Pitt.Proteomics_Metabolomics_Pilot,Jax.IU.Pitt.Proteomics_Metabolomics_Pilot,,,,,study,,https://www.synapse.org/#!Synapse:syn22313528,,string,ADKP
Jax.IU.Pitt_APOE4.Trem2.R47H,The Jax.IU.Pitt_APOE4.Trem2.R47H Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn17095980,,string,ADKP
Jax.IU.Pitt_APP.PS1,Jax.IU.Pitt_APP.PS1 study -- previously referred to as MODEL-AD_APPPS1 and JAX_APPPS1,,,,,study,,https://www.synapse.org/#!Synapse:syn9850001,,string,ADKP
Jax.IU.Pitt_Levetiracetam-5XFAD,The Jax.IU.Pitt_Levetiracetam-5XFAD Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn21784897,,string,ADKP
Jax.IU.Pitt_LOAD2.PrimaryScreen,The Jax.IU.Pitt LOAD2 PrimaryScreen Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn58863147,,string,ADKP
Jax.IU.Pitt_MicrobiomePilot,Jax.IU.Pitt_MicrobiomePilot,,,,,study,,https://www.synapse.org/#!Synapse:syn22341543,,string,ADKP
Jax.IU.Pitt_PrimaryScreen,Primary screen data from the Jax.IU.Pitt MODEL-AD grant,,,,,study,,https://www.synapse.org/#!Synapse:syn21595258,,string,ADKP
Jax.IU.Pitt_StrainValidation,Strain validation data from the Jax.IU.Pitt MODEL-AD grant,,,,,study,,https://www.synapse.org/#!Synapse:syn21595255,,string,ADKP
Jax.IU.Pitt_Verubecestat_5XFAD,Data from 5XFAD mice treated with verubecestat from the Jax.IU.Pitt MODEL-AD grant,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn21863375,,string,ADKP
LBP,The Living Brain Project Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26337520,,string,ADKP
LillyMicroglia,Microglia gene profiling in the rTg4510 tauopathy mouse model,,,,,study,,https://www.synapse.org/#!Synapse:syn5478323,,string,ADKP
LLFS,The Long Life Family Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26229161,,string,ADKP
lncRNA Pilot,long non-coding RNA pilot,,,,,study,,https://www.synapse.org/#!Synapse:syn4588462,,string,ADKP
MayoeGWAS,Gene expression from the Illumina Whole Genome DASL array,,,,,study,,https://www.synapse.org/#!Synapse:syn3157225,,string,ADKP
MayoHippocampus,The Mayo Clinic Hippocampal Vulnerability Study (MayoHippocampus),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn32141161,,string,ADKP
MayoLOADGWAS,Mayo Clinic LOAD genome-wide association and brain gene expression studies,,,,,study,,https://www.synapse.org/#!Synapse:syn2910256,,string,ADKP
MayoPilotRNAseq,RNAseq on a subset of MayoEGWAS,,,,,study,,https://www.synapse.org/#!Synapse:syn3157268,,string,ADKP
MayoRNAseq,Mayo RNAseq study,,,,,study,,https://www.synapse.org/#!Synapse:syn5550404,,string,ADKP
MC-BrAD,Mayo Clinic Brain Molecular Signatures of Resilience to Alzheimer's Disease,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn51298412,,string,ADKP
MC-CAA,RNAseq data on cerebral amyloid angiopathy (CAA) pathology,,,,,study,,https://www.synapse.org/#!Synapse:syn9779506,,string,ADKP
MC_snRNA,The Mayo Clinic Single Nucleus RNAseq Study (MC_snRNA),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn31511672,,string,ADKP
mCITE-Seq,The mCITE-Seq – Columbia University Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn64695340,,string,ADKP
MCMPS,The Mayo Clinic Microglial Profiling Study (MCMPS),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25879171,,string,ADKP
MEF2_Resilience,The MEF2 Neurodegenerative Resilience Study (MEF2_Resilience),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25945732,,string,ADKP
MindPhenomeKB,A Phenotypic Knowledge Base to Study Genetic Links Between AD and Neuropsychatric Symptoms (MindPhenomeKB),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25326405,,string,ADKP
miR155,"miR155 regulation of behavior, neuropathology, and cortical transcriptomics in Alzheimer Disease",,,,,study,,https://www.synapse.org/#!Synapse:syn22238772,,string,ADKP
MIT_ROSMAP_Multiomics,The MIT ROSMAP Single-Nucleus Multiomics Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn52293417,,string,ADKP
MOA-PAD,Multi-omic analyses of psychosis in Alzheimer's disease,,,,,study,,https://www.synapse.org/#!Synapse:syn23538600,,string,ADKP
MODEL-AD_5XFAD,MODEL-AD 5XFAD Study,,,,,study,,https://www.synapse.org/#!Synapse:syn16798076,,string,ADKP
MODEL-AD_Abca7_APOE4_Trem2,MODEL-AD Abca7*A1527G/APOE4/Trem2*R47H Study,,,,,study,,https://www.synapse.org/#!Synapse:syn21075750,,string,ADKP
MODEL-AD_APOE4_KI,MODEL-AD APOE4 KI Study,,,,,study,,https://www.synapse.org/#!Synapse:syn18634456,,string,ADKP
MODEL-AD_APOE4_Trem2,MODEL-AD APOE4/Trem2*R47H Study,,,,,study,,https://www.synapse.org/#!Synapse:syn17095980,,string,ADKP
MODEL-AD_Ceacam_KO_APOE4_Trem2,MODEL-AD Ceacam1 KO/APOE4/Trem2*R47H Study,,,,,study,,https://www.synapse.org/#!Synapse:syn21075764,,string,ADKP
MODEL-AD_hAbeta_KI,MODEL-AD Humanized Abeta Knock-in Study,,,,,study,,https://www.synapse.org/#!Synapse:syn18634479,,string,ADKP
MODEL-AD_Harmonization,MODEL-AD Harmonization Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25882591,,string,ADKP
MODEL-AD_hCR1_KI_on_APOE4_Trem2,MODEL-AD hCR1 KI on APOE4/Trem2 Study,,,,,study,,https://www.synapse.org/#!Synapse:syn21075863,,string,ADKP
MODEL-AD_hTau_Trem2,MODEL-AD hTau Trem2 Study,,,,,study,,https://www.synapse.org/#!Synapse:syn18693211,,string,ADKP
MODEL-AD_Il1rapKO_APOE4_Trem2_exon2KO,"MODEL-AD Il1rap KO/APOE4/Trem2*R47H, exon 2 KO Study",,,,,study,,https://www.synapse.org/#!Synapse:syn21075802,,string,ADKP
MODEL-AD_Mthfr_APOE4_Trem2,MODEL-AD Mthfr*C677T/APOE4/Trem2*R47H Study,,,,,study,,https://www.synapse.org/#!Synapse:syn21075850,,string,ADKP
MODEL-AD_Rat_F344,MODEL-AD Rat F344 Study,,,,,study,,https://www.synapse.org/#!Synapse:syn20730014,,string,ADKP
MODEL-AD_Trem2_R47H,MODEL-AD Trem2 R47H Study,,,,,study,,https://www.synapse.org/#!Synapse:syn18634477,,string,ADKP
MouseHAL,Chronic Haloperidol Effects on Gene Expression and Chromatin Accessibility in Mouse Brain,,,,,study,,https://www.synapse.org/#!Synapse:syn4590850,,string,ADKP
MRGWAS,Mendelian randomization of human longevity using genetically-predicted exposures from the GWAS catalog,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26066886,,string,ADKP
MSBB,Mount Sinai Brain Bank AD Cohort,,,,,study,,https://www.synapse.org/#!Synapse:syn3159438,,string,ADKP
MSBB_ArrayTissuePanel,Expression array and coexpression networks on 19 brain regions,,,,,study,,https://www.synapse.org/#!Synapse:syn3157699,,string,ADKP
MSDM,Mount Sinai Drosophila Melanogaster,,,,,study,,https://www.synapse.org/#!Synapse:syn4587607,,string,ADKP
MSMM,Mount Sinai Mouse Models,,,,,study,,https://www.synapse.org/#!Synapse:syn5477220,,string,ADKP
MSSMiPSC,iPSC derived hiPSC forebrain neurons and NPCs,,,,,study,,https://www.synapse.org/#!Synapse:syn5986884,,string,ADKP
mtDNA_AD,The Mitochondrial DNA in Aging and AD (mtDNA_AD) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn25705287,,string,ADKP
NAPS,The Neurodegeneration-Associated Psychiatric Syndromes (NAPS) study,,,,,study,,https://www.synapse.org/#!Synapse:syn23633760,,string,ADKP
